,rating,review
"('Orzo People Music Nature Krakow', '131')",3.0,"Orzo burger Cudowny wystrój, miła i sprawna jak na sobotnie popołudnie obsługa to plusy, które mogę wymienić. Zamówiona mrożona kawa niestety była mlekiem z niewyczuwalnym dodatkiem kawy, w dodatku bardzo mi się nie spodobało, że lokal, który w karcie opisuje się jako nie marnujący plastiku do napoi dodaje plastikowe słomki, o których teraz jest tak głośno. Burger Orzo: wg mnie należy popracować nad jego smakim, brakowało mi jakiegoś pazura. Burger składający się m.in. z bekonu, pszennej bułki, majonezu, sporej ilości mięsa oraz sera sprawiał wrażenie bardzo mdłego. Wszystkie wymienione składniki sprawiały że musiałam jeść posiłek interwałowo na zmianę z kaszotto (Bardzo ciekawe, pietruszka nadawała świetnej świeżości) oraz wspomnianą na początku kawą. Zdecydowanie najgorszym elementem była bułka, która będąc sama w sobie mdła została potraktowana sporą ilością majonezu. Pomimo moich mieszanych uczuć co do burgera, damy Orzo kolejną szansę ze względu na pyszny makaron na ostro, zamówimy przez znajomą. "
"('Orzo People Music Nature Krakow', '132')",3.0,"Średnia obsługa, słabe drinki i tylko dobre jedzenie. Poniedziałkowy wieczór postanowiliśmy wraz ze znajomymi spędzić w ORZO. Zaczęliśmy od promocyjnego piwa 0.3l za 5zł, które było całkiem dobre. Zamówiłem burgera który również był tego dnia w promocji za 21,90zł, burger sporych rozmiarów do tego frytki i kaszotto, mięso w burgerze jakościowo dobre lecz zbyt mocno wysmażone, szkoda że bułka nie była w żaden sposób podpieczona, wydawać by się mogło że jest gumowa, reszta składników i kaszotto smaczne. Pozostałe zamówione dania również dobra. Zamówione później przez nas drinki okazały się totalną porażką. Jedynym ""pitnym"" drinkiem był mój whisky sour, spicy mango przesadnie ostre, aż nie smaczne, drink z arbuzem bez wyczuwalnego jakiegokolwiek alkoholu, a różowy drink smakował jak syrop na kaszel dla dzieci. Nie polecam drinków. Pani obsługująca nas nie zapisywała naszego zamówienia co później przełożyło się na pomyłki. Zapomniano o jednym drinku i pomylono świeży sok dla kolegi którego już nie można było wymienić bo  jak się okazało inne były niedostępne, podobnie jak kilka drinków które mieliśmy ochotę zamówić. Ogólnie mocno średnio, przereklamowane miejsce, kiepski stosunek cena/jakość. Nie wrócę."
"('Orzo People Music Nature Krakow', '135')",5.0,"Kolacja z dziewczyna Tydzień temu byłem na romantycznej kolacji ze swoją dziewczyna, zjedliśmy pyszne jedzonko, a Pani Klaudia, która nas obsługiwała była wprost rewelacyjna i profesjonalna w tym co robi. Dzięki takim osobom bede to miejsce odsiedział jeszcze niejednokrotnie."
"('Orzo People Music Nature Krakow', '136')",5.0,"REWELACJA Jestem pod niesamowitym wrażeniem całej idei tego miejsca. Industrialne wnętrze, pełno roślin( CAŁA RESTAURACJA) , świetna muzyka = klimat nie z tej ziemi! Na przystawkę zabrałam fieste vegane( niebo), na danie główne sałatkę z krewetkami a na deser sernik z polewa ze słonego karmelu! Polecam wszystkim i pozdawiam prze kochana p. Klaudie, ktora doradziła co zjeść vege. Polecam i pozdrawiam- podróżnika znad morza!"
"('Orzo People Music Nature Krakow', '137')",5.0,"Rewelacyjne burgery Super miejsce ,  świetne jedzenie ,obsługiwała mnie bardzo miła kelnerka Karo :) Zamówiłam super burgera którego mi polecono i okazał się świetny <3 Rewelacja"
"('Orzo People Music Nature Krakow', '138')",5.0,"Brawo dla obsługi Pani Karolina kelnerka :) Pierwsza wizyta, obsługa i degustacja oceniamy na 5/5.
Pani Karolina bardzo cierpliwie i dokładnie tłumaczyła i opisywała nam dania, gdyż były dla nas nieznane. 
Zamówiliśmy 3 różne śniadania, wszystkie były bardzo smaczne :).
Bardzo duży plus dla kelnerki Karoliny po raz kolejny, gdyż po otrzymaniu śniadania, po chwili podeszła i zapytała czy smakuje, czy wszytsko ok, czy czegoś nam brakuje czy nie- MEGA podejście , w końcu ktoś się zachował na wysokim poziomie. Taka obsługa jest bardzo ważna i doceniana przez gości:) Brawo! 
Dziękujemy i dozobaczenia :) 
Sławek"
"('Orzo People Music Nature Krakow', '139')",5.0,"Pyszne śniadanka Niesamowite miejsce, które tworzy wystrój, jedzenie a przede wszystkim ludzie. Urocza kelnerka Klaudia była bardzo sympatyczna i pomocna. Pomimo dużego obłożenia stolików zawsze znalazła chwilę by o nas zadbać."
"('Orzo People Music Nature Krakow', '14')",4.0,"Czarny burger prawie taki sam Udałem się ze znajomymymi żeby zjeść naszego ulubionego czarnego burgera. Był pyszny ale wydaje nam się że przed epidemią był smaczniejszy. Na minus brak w zestawie naszej ulubionej sałatki z pietruszką. Pani kelnerka poinformowała nas, że już w ten sposób nie poddają, a szkoda bo to miejsce zawsze czymś się wyróżniało. Nie mniej jednak było pysznie."
"('Orzo People Music Nature Krakow', '140')",5.0,"Orzo ORZO to jedno z moich ulubionych miejsc na kulinarnej mapie Krakowa . Bardzo dobre jedzenie,Polecam  Burgera Cheesy Peasy- najlepszy jaki jadłem w życiu - tutaj dziękuje P.Klaudii za rekomendacje . Świetny  klimat i muzyka. 5 z plusem"
"('Orzo People Music Nature Krakow', '142')",1.0,"Rozczarowanie  Przyjemny lokal, choć w porównaniu z poprzednimi wizytami wypadł dziś bardzo kiepsko. Makaron z indykiem niejadalny- niedogotowany; mięso złej jakości, niedoprawione. Miałam wrażenie, że sos to zlana oliwa, na której smażyło się mięso... mimo tego, że zostawiłam danie prawie niezjedzone, nikt z obsługi nie zapytał dlaczego. Może dlatego, że pan, który nas obsługiwał nie rozumiał polskiego. Poza tym, spory bałagan w toalecie, co jest niesmaczne w lokalu, gdzie serwuje się jedzenie. "
"('Orzo People Music Nature Krakow', '143')",5.0,Smacznie Urokliwy lokal z dobrą kuchnią i super klimatem. Kelnerka Karo fachowo zaopiekowała się nami i służyła radą. Przy takiej obsłudze można wypić 10 piw i więcej!
"('Orzo People Music Nature Krakow', '144')",5.0,Wieczór w ORZO Świetna restauracja. Profesjonalna obsługa. Bardzo smaczne jedzenie. Pozdrawiamy kelnerkę Karo / dziękujemy :)
"('Orzo People Music Nature Krakow', '145')",5.0,"Spotkanie Polecam z czystym sumieniem Orzo!
Babskie spotkanie w towarzystwie przepysznych burgerów i bezalkoholowego wina było strzałem w dziesiątkę. Zjadłyśmy zarówno burgery mięsne jak i weganskie. W wyborze burgerów weganskich oraz wina pomogła nam uśmiechnięta kelnerka Karo, której warto było zaufać w kwestii wyboru menu. Wyszłyśmy najedzone i usatysfakcjonowane. Bardzo dziękujemy i jeszcze raz polecamy."
"('Orzo People Music Nature Krakow', '146')",5.0,"Lunch Świetne miejsce. Dzięki jeszcze raz dla kelnerki Karo za świetną obsługę. Uśmiechnięta, miła i zadbała o nas tak jak trzeba, pozdrawiamy! ;)"
"('Orzo People Music Nature Krakow', '147')",5.0,Bezbłędnie:) Moje urodziny chciałam uczcić w miłym i sympatycznie miejscu. Oczywiście wybór był prosty ORZO. Pyszne jedzenie dopełniła rewelacyjna obsługa dlugonogiej Pani Kamili :) Z pewnością nie raz wrócę i mam nadzieję że za każdym razem będzie tak doskonale jak wtedy:)
"('Orzo People Music Nature Krakow', '148')",5.0,Lunch Wyśmienite miejsce na lunch ze znajomymi. Obsługiwała nas bardzo sympatyczna i profesjonalna kelnerka -Karo. Zadbala o każdy szczegół. Była to dla nas czysta przyjemność i na pewno wrócimy tutaj nie raz. 
"('Orzo People Music Nature Krakow', '149')",5.0,"Znakomita obsługa Wczoraj wraz z przyjacielem postanowiliśmy się wybrać do państwa restauracji na kolacje. Poprowadzono nas do stolika a zamówienie z uśmiechem na twarzy i pozytywnym nastawieniem  przyjmowała pani Klaudia. Wszystko przebiegło znakomicie, kelnerka świetnie opowiedziała nam o daniach i pomogła dobrać wino do dań. Pomimo dłuższego oczekiwania na burgera i steaka, serwis rekompensował wszystko 🙂
Dziękujemy, wrócimy na pewno!"
"('Orzo People Music Nature Krakow', '15')",5.0,"zielone i modne miejsce Polecam to miejsce na firmowe spotkania lub w większej grupie znajomych, mają duże stoły i fajną przestrzeń. Polecam kelnera Maćka i oferowane przez niego kompozycje coktaili :)"
"('Orzo People Music Nature Krakow', '150')",5.0,"Fantastyczna obsługa :) Jakiś czas temu mieliśmy okazje z narzeczona zjeść kolacje w orzo, jedzenie bardzo dobre, klimat miejsca również, ale chciałem podkreślić fantastyczna obsługę Pani Klaudii. Od początku kiedy do nas podeszła z uśmiechem, zapytała o nasze gusta kulinarne i wyśmienicie doradziła :) Polecam bardzo to miejsce i życzę każdemu żeby trafił na tę blondynkę :)"
"('Orzo People Music Nature Krakow', '151')",5.0,"Piekna Pani Polecam , bardzo smaczne jedzenie, a jeszcze bardziej urzekła mnie Pani , która mnie obsługiwała. Pozdrawiam Panią Klaudię o ślicznych blond włosach ♥️😌"
"('Orzo People Music Nature Krakow', '152')",5.0,"Bardzi ładnie podane dania,miła obsługa,dobre jedzenie Bardzo miła i profesionalna obsługa odpowie na każde pytanie. Jedzenie bardzo smaczne.Ceny adekwatne do jakości.W środku jak i na ogrodzie super wystrój."
"('Orzo People Music Nature Krakow', '153')",5.0,"Opinia Po raz kolejny odwiedziłam Restaurację Orzo i nie zawiodłam się.
Pyszne jedzenie, miła atmosfera i przemiła kelnerka Kamila sprawiła, że miło spędziłam tu wieczór. 
Polecam to miejsce 🙂"
"('Orzo People Music Nature Krakow', '154')",5.0,"Dobra pizza, fajna atmosfera Kilka lat temu tego typu lokale były uznawane za hipsterskie i robiły na mnie wrażenie. Wspólne stoły do spożywania posiłków i na wieczornego drinka, dobra muzyka, otwarta kuchnia... fajnie się spędza czas w takiej atmosferze. Jak komuś zależy na bardziej prywatnym miejscu, też takie się znajdzie. Co do jedzenia, to ja szczególnie mogę polecić pizze i pasty. Zawsze były i zostają dobre i na poziomie. Śniadanie jest ok, ale szczególnie jakoś mnie nie zachwyciło.
Obsługa zawsze miła."
"('Orzo People Music Nature Krakow', '155')",5.0,"Polecam , miło spędzony czas . Miejsce okazało się strzałem w 10! Pani Kamila poleciła nam danie , które bardzo nam zasmakowało , przy tym była usmiechnięta i sympatyczna . Duży plus za przemiłe ""podejscie"" do klienta . Polecamy :)"
"('Orzo People Music Nature Krakow', '156')",5.0,"Miłe zaskoczenie Jedzonko było bardzo dobre, wspaniały klimat i przemiła obsługa. Pani Kamila obsłużyła nas bez żadnych zastrzeżeń. Nic dodać nic ująć ;-) Chętnie tam wrócimy... ;-))"
"('Orzo People Music Nature Krakow', '157')",5.0,"Polecam Świetny przyjazny ciepły klimat miejsca, uśmiechnięta pomocna obsługa, smacznie i nie drogo, godne polecenia i odwiedzin"
"('Orzo People Music Nature Krakow', '158')",5.0,"Miła obsługa Jedzenie było pyszne , a obsługa przesympatyczna . Pozdrawiamy Panią Kamilę, która nas obsługiwała. :)"
"('Orzo People Music Nature Krakow', '16')",5.0,"Dobre jedzenie, miła obsługa Smacznie, szybko, miła atmosfera. Pozdrawiamy kelnerkę Oliwię za umilenie nam wieczoru, oraz profesjonalną obsługę."
"('Orzo People Music Nature Krakow', '160')",4.0,Widać że jest to jeden z kilku lokali w sieci Smacznie i bardzo przewidywalnie. Niestety bardzo maszynowa obsługa czekająca na szybkie zwolnienie stolika. 
"('Orzo People Music Nature Krakow', '163')",5.0,duży pozytyw wSZYSTKIM polecam tę restauracje szybka i miła obsługa bardzo smaczne jedzenie ceny przystępne. POLECAM
"('Orzo People Music Nature Krakow', '164')",2.0,"Nie polecam. Są o niebo lepsze miejsca Skąd te dobre opinie o tym miejscu ??!!!!  

Jestem bardzo, ale to bardzo mocno rozczarowana jedzeniem. 
Odwiedziłam w ramach eksperymentu raz drugi i po raz drugi stwierdzam ze już tam nie wrócę. 
Nie polecam.
Jedzenie dochodziło do stolika chłodne. 
Przystawka (chorizo canapes) - chorizo niezjadliwe, potwornie ostre ( powinniście informować o tym klientów) do tego pikowane warzywa skrajnienopruszone pieprzem ze również nie dało się tego zjesc ( a zwyczajem polskim staraliśmy sie).
Makaron „fusillioni..”- porcja dotarła do stolika już chłodna, była bardzo mała i do tego mocno przeciętna. Ot byle-jaka. 
Sałatka „kimchi...”- rekomendowana jako top top przez kelnerkę, okazała się niezjadliwa. Ta sałatka to takie żenujące poplątanie wszystkich smaków ze wrzucając na talerz resztki z lodówki byłabym w stanie smakowo lepiej to skomponować. Przykro mi za takie podsumowanie ale taka prawda.
Pizza „coppa italia” - taka jakaś byle-jaka. Fajne cienkie ciasto, ale reszta- bez smaku.

Obsługa również nieco dziwna, miła i grzeczna ale za Chiny ludowe nie podejdą, wzroku unikają jak ognia, patrzą po suficie albo w przeciwna stronę byleby nie na stolik który wymaga obsługi..

Poplątane zamówienie na napoje.
Nie, nie i jeszcze raz nie, a szkoda- bo wystrój fajny."
"('Orzo People Music Nature Krakow', '165')",5.0,"Petarda!  Od dłuższego czasu chciałam spróbować polecanego przez koleżankę jedzonka z Orzo i w końcu wybraliśmy się z chłopakiem. And God, it was worth it! Pani Michalina doradziła nam, co wybrać z dań głównych i poleciła napoje. Na burgery czekaliśmy może kilka minut? Do tego niesamowicie ciekawy wystrój i fajna atmosfera.
Następnym razem musimy spróbować lunchu :D
Polecam cieplutko! "
"('Orzo People Music Nature Krakow', '166')",5.0,"Zocha  Świetne miejsce, mega klimatyczne, duzo miejsca, można przyjść większą ekipką a obsługa Zochy rewelacyjna 😉 Polecam"
"('Orzo People Music Nature Krakow', '17')",5.0,"Super miejsce Super miejsce, jedzenie i atmosfera. Bardzo dobra obsługa, a w szczególności uśmiechnięta, miła i zabawna Pani Patrycja, która zawsze poprawia humor!"
"('Orzo People Music Nature Krakow', '173')",5.0,"Pysznie Dobra restauracja z azjatyckim smakiem. Polecam kamen z kurczakiem i herbata imbirowa. Dobry wybor, jak na knajpe w centrum"
"('Orzo People Music Nature Krakow', '176')",5.0,Recenzja Rewelacyjne jedzenie ! Super atmosfera. Obsługa na najwyższym poziomie. Dla Pani kelnerki Olgi medal za cierpliwość i podejście do klienta ! :) Polecam !
"('Orzo People Music Nature Krakow', '178')",5.0,"Cudowna obsługa! Ostatnio ze znajomymi byliśmy na kolacji, jedzenie pyszne, a obsługa jeszcze lepsza. Pani Zosia była bardzo pomocna przy doborze dań, doradziła, była bardzo profesjonalna ! 
Więcej takich kelnerów potrzeba w restauracjach!"
"('Orzo People Music Nature Krakow', '179')",5.0,"Polecam Idealne miejsce na lunch z dala od zgiełku starego miasta. Nowoczesne, a zarazem przytulne wnętrza, pomysłowe dania i profesjonalna obsługa Pani Olgi, czynią Orzo punktem koniecznym do odwiedzenia na gastronomicznej mapie Krakowa"
"('Orzo People Music Nature Krakow', '18')",5.0,super Nasze ulubione miejsce na spotkanie ze znajomymi. Dziękujemy ponownie kelnerce Karolinie. Najlepsza :)
"('Orzo People Music Nature Krakow', '180')",5.0,"Super! Bardzo fajne miejsce z dobrym jedzeniem, ciekawymi koktajlami i całą masą żywych roślin. Momentami dość gwarno. Obsługiwała nas Olga, która pomogła wybrać dania i koktajle (polecam steki oraz żeberka). Miejsce z fajnym klimatem i dobrą obsługą oraz zdecydowanie warte polecenia."
"('Orzo People Music Nature Krakow', '181')",5.0,"Dobra obsuła i pyszny lunch Olga - super obsługa, przemiła kelnerka; lunch za dobra cene - 20 zl i do tego wino za 5zl. Duzy wybor, fajne promocje, polecam. "
"('Orzo People Music Nature Krakow', '182')",5.0,"Super obsługa Pani Olga była bardzo miła i zajęła się nami w 100%. Dziękujemy za pyszne śniadanie, miłą obsługę i dobrą kawę."
"('Orzo People Music Nature Krakow', '183')",5.0,"Bardzo na plus Oferta śniadaniowa bardzo mnie zaskoczyła, nie spodziewałam się, że za tak małą sumę można tak się najeść i napić. W dodatku p. Olga dopilnowała, żeby nie zabrakło dla nas drinków!"
"('Orzo People Music Nature Krakow', '184')",4.0,"Pyszne śniadania Pyszne śniadanka, ciekawy wystrój i miła atmosfera. Bardzo przyjemna muza w tle :D przemiła obsługa kelnerska Pani Olgi!"
"('Orzo People Music Nature Krakow', '185')",5.0,"Super obsługa Bardzo dobre jedzenie. Świetna atmosfera, idealne miejsce na wyjście ze znajomymi.Super obsługa kelnerska pani Olgi ;)"
"('Orzo People Music Nature Krakow', '186')",5.0,"Rewelacja! Byłam ostatnio w restauracji Orzo ze znajomymi. Jadłam wegańskiego steka, który był przepyszny! Dawno nie jadłam tak smacznego dania! Byliśmy obsługiwani przez Panią Olgę- świetna dziewczyna! Umilała nam wieczór i sprawiła ze pokochaliśmy Orzo. Na pewno wrócimy! Rewelacja :)"
"('Orzo People Music Nature Krakow', '187')",5.0,Bardzo miła i przyjazna restauracja Jedna z moich ulubionych restauracji w Krakowie. Świeże i smaczne jedzenie a obsługa Pani Kamili na najwyższym poziomie.
"('Orzo People Music Nature Krakow', '188')",5.0,"przereklamowana miejsce przecudne jeśli chodzi o wystrój. natomiast obsługa bardzo kiepska, a jedzenie szału nie robi. cena nie adekwatna do jakości i wielkosci porcji. polecam bardziej na drinka w miłym otoczeniu"
